,theta,congested,theta_ma_prev
99,0.9961018501881274,True,0.5012848230489388
100,0.0,False,0.5000206746079863
101,0.10234250412194175,False,0.491050775322103
102,0.9995216662606519,True,0.4910487353328161
103,0.999352867449503,True,0.4910489933532059
104,0.5199570212516738,False,0.4884879558990559
105,0.3614851,False,0.49136550456572264
106,0.24921723333333334,False,0.48859752869767065
107,0.0,False,0.4820433722471246
108,0.6175179666666667,False,0.4816942071803684
109,0.36448773333333334,False,0.48306345219000035
110,0.9999685666666667,True,0.4929931981900003
111,0.8136381333333333,False,0.4911363405233336
112,0.396163,False,0.48526915652333363
113,0.47804152578340586,False,0.48005432111450097
114,0.4255977,False,0.48085931699756174
115,0.9998195333333333,True,0.4865138214653272
116,0.897254997161938,False,0.4934593395407956
117,0.019459543367577867,False,0.48877267597447144
118,0.9999545110426609,True,0.4969196701009339
119,0.0,False,0.49650756876760055
120,0.9544858550150803,True,0.5048266203177514
121,0.0,False,0.4987794253177513
122,0.39196736750541783,False,0.5007640099928056
123,0.9994429,True,0.5085572406594722
124,0.47652646666666665,False,0.5033282292488828
125,0.34134138014229104,False,0.49674316138505614
126,0.05338066666666667,False,0.4972769680517228
127,0.3784004,False,0.4924665047183895
128,0.24011546666666667,False,0.4939660529663883
129,0.681926601326195,False,0.4953968282837256
130,0.5127867786009933,False,0.4905262963005211
131,0.9996792795508462,True,0.49052608976829754
132,0.9994526666666667,True,0.49509560710163086
133,0.8669691,False,0.5025722857917769
134,0.2089973,False,0.49466649979573524
135,0.9335812,False,0.4966529609619185
136,0.35512853333333333,False,0.49941858182867827
137,0.44564570636559936,False,0.5025170863981001
138,0.7616623442181879,False,0.5071041415272526
139,0.2207526,False,0.49931188489026307
140,0.5713580022441419,False,0.5033743990839806
141,0.6420366539687655,False,0.5000244464174813
142,0.4643546,False,0.4978647869209937
143,0.28446346666666666,False,0.4972198964605983
144,0.9996941986150524,True,0.5070685192271263
145,0.459568851117212,False,0.501664374576321
146,0.9591973043896578,True,0.5012705792868841
147,0.9994376316387429,True,0.5058370279366049
148,0.9995467287344968,True,0.5134749660967571
149,0.31891489020665725,False,0.5068431058325484
150,0.5629504926353538,False,0.512472610758902
151,0.10071655274678552,False,0.5120278136197033
152,0.8577449666666667,False,0.5106063615472515
153,0.5864810666666667,False,0.5139503092139183
154,0.09877216666666666,False,0.5120404094079529
155,0.8358488,False,0.5151565135179943
156,0.4097578952513796,False,0.5111220265718611
157,0.25778930727002014,False,0.5124059324761862
158,0.0778122,False,0.5114460391428528
159,0.41531026666666665,False,0.5060012511359434
160,0.8998282843470018,False,0.5070067668528307
161,0.642652187897115,False,0.506585132731802
162,0.921101,False,0.5150889101191557
163,0.13548136910973102,False,0.506447933147515
164,0.1286454,False,0.5065565711475151
165,0.9658342333333333,True,0.5138279021475151
166,0.718222955284165,False,0.5162710022738051
167,0.059532166666666664,False,0.5148981797702037
168,0.25843503818521213,False,0.5167586182430923
169,0.9956201333333333,True,0.5255836574649231
170,0.41219450793700046,False,0.5221312564211695
171,0.4676299031212429,False,0.5168100828519786
172,0.21194516666666666,False,0.5187112800257697
173,0.46510656666666667,False,0.5225858440257698
174,0.3424352120154669,False,0.5160102927182882
175,0.6373957161491923,False,0.5190956217495257
176,0.6830984666666666,False,0.5219771605656011
177,0.7707691333333333,False,0.5273106270933132
178,0.4940138333333333,False,0.526668045159728
179,0.0,False,0.5258659095002013
180,0.3770149,False,0.5267674885002013
181,0.467909,False,0.5214518881668679
182,0.9760325290979975,True,0.5283713154578479
183,0.7851797661677817,False,0.5262233092613265
184,0.6151205333333334,False,0.5223799405946599
185,0.3717797,False,0.5241362393310477
186,0.0884916,False,0.5184679923264532
187,0.8072524333333333,False,0.5178998788899523
188,0.5880619091209233,False,0.5193628213144948
189,0.13987046387909963,False,0.5118330682866192
190,0.08454113332174645,False,0.5093078579531699
191,0.9998870331224619,True,0.5185675382843946
192,0.6492615825569876,False,0.5214062804432978
193,0.22024568335458006,False,0.5212757690869477
194,0.9999194333333333,True,0.5243593233504561
195,0.21089744135147973,False,0.5256343160076402
196,0.25016953349156457,False,0.5276856404718389
197,0.5459255666666667,False,0.5260826214718389
198,0.6270735959668717,False,0.5297845522031465
199,0.9913640333333333,True,0.5297371740345985
200,0.9998254,True,0.5397354280345985
201,0.8462481719933818,False,0.547174484713313
202,0.2609635522647672,False,0.5397889035733541
203,0.9997952333333333,True,0.5397933272321924
204,0.3669214012516777,False,0.5382629710321924
205,0.044152866666666665,False,0.5350896486988591
206,0.06228173333333333,False,0.533220293698859
207,0.9928479333333333,True,0.5431487730321924
208,0.9995481,True,0.5469690743655257
209,0.5105893666666667,False,0.5484300906988591
210,0.9994929950902943,True,0.5484253349830953
211,0.07884543864107663,False,0.5410774080361729
212,0.20505539496036965,False,0.5391663319857765
213,0.4296252,False,0.5386821687279424
214,0.5466162,False,0.5398923537279424
215,0.8856929,False,0.5387510873946091
216,0.278539,False,0.5325639274229897
217,0.13516373333333334,False,0.5337209693226472
218,0.1667886,False,0.5253893102122207
219,0.5286522333333333,False,0.5306758325455541
220,0.02098192218034244,False,0.5213407932172066
221,0.3442275217375999,False,0.5247830684345827
222,0.5747554376150875,False,0.5266109491356793
223,0.2612809297670999,False,0.5192293294333503
224,0.49539199096560493,False,0.5194179846763397
225,0.1433047,False,0.5174376178749168
226,0.9994675666666667,True,0.5268984868749168
227,0.9996836,True,0.5331113188749168
228,0.9994301231514093,True,0.5407044654397641
229,0.28443846666666667,False,0.536729584093169
230,0.9603086666666667,True,0.5412048029738257
231,0.19516583333333334,False,0.5331596685116505
232,0.840620667251762,False,0.5315713485175014
233,0.3211872333333333,False,0.5261135298508348
234,0.41697483333333335,False,0.5281933051841681
235,0.6997485333333333,False,0.5258549785175015
236,0.3919188333333333,False,0.5262228815175015
237,0.9921056421737506,True,0.531687480875583
238,0.11277813333333334,False,0.5251986387667344
239,0.23212066666666667,False,0.5253123194334011
240,0.07334443333333333,False,0.520332183744293
241,0.6334273666666667,False,0.520246090871272
242,0.9999661335961233,True,0.5256022062072333
243,0.46237223154741613,False,0.5273812938560407
244,0.5986411985288154,False,0.5233707638551784
245,0.3668251180735537,False,0.5224433265247418
246,0.15296894470086306,False,0.5143810429278539
247,0.9998730145549539,True,0.514385396757016
248,0.11420966452330913,False,0.5055320261149041
249,0.08175373333333333,False,0.5031604145461709
250,0.9995348457769011,True,0.5075262580775863
251,0.7011620544179175,False,0.5135307130942977
252,0.09918546666666667,False,0.5059451180942977
253,0.17074703333333333,False,0.5017877777609643
254,0.1886825847892866,False,0.5026868819421906
255,0.4921791982525877,False,0.49925018592471637
256,0.5298102524384046,False,0.5004507094965867
257,0.18105633032021795,False,0.49968337972708865
258,0.90912053476417,False,0.5079964630747303
259,0.6480939,False,0.5103242994080637
260,0.15384280583343699,False,0.502864444622928
261,0.7818525,False,0.5042564477439568
262,0.23448476666666668,False,0.4973902854106235
263,0.6825521666666666,False,0.5028609933861928
264,0.2200506,False,0.5037750453861929
265,0.9259868072160868,False,0.5033765711250204
266,0.3807274333333333,False,0.5000016159055121
267,0.7773861,False,0.5071801552388454
268,0.3219639,False,0.5078154438569933
269,0.9786756898555228,True,0.5076459994222152
270,0.9393348666666667,False,0.5129174030095119
271,0.3931620894470117,False,0.5121727248727695
272,0.06576380867211522,False,0.5107109112928241
273,0.5006234760937658,False,0.511066080387095
274,0.31155065861291803,False,0.5107572348530696
275,0.12085006666666667,False,0.5055917783582443
276,0.7844215666666666,False,0.5066050093582443
277,0.5454893666666667,False,0.5043522116915776
278,0.8732544329537794,False,0.5081446176877821
279,0.22268147450270953,False,0.5103714324328092
280,0.4509376,False,0.5111106594328091
281,0.5418474666666667,False,0.5118500440994758
282,0.6413980081783471,False,0.5085036988902794
283,0.11766466666666667,False,0.5018285478952681
284,0.1724043,False,0.49740138556193486
285,0.3680624536806475,False,0.4973642130987414
286,0.555987204120964,False,0.502039169139951
287,0.20608326666666665,False,0.4960274774732843
288,0.4781531832501104,False,0.49492839021457613
289,0.6328197239650757,False,0.4998578828154359
290,0.07270653333333334,False,0.4997395368155518
291,0.46014873143042484,False,0.49434215379863145
292,0.09946936282038406,False,0.48884423160126544
293,0.21894384631312666,False,0.4888312132308508
294,0.9403264333333333,False,0.48823528323085086
295,0.9999480492701123,True,0.4961257893100372
296,0.3149481272849188,False,0.4967735752479707
297,0.04871863333333333,False,0.49180150591463745
298,0.7930768333333333,False,0.493461538288302
299,0.1878872614225542,False,0.48542677056919425
300,0.6022293666666667,False,0.48145081023586095
301,0.35382836666666667,False,0.4765266121825937
302,0.9994648333333334,True,0.4839116249932794
303,0.9007037,False,0.48292070965994605
304,0.9008008,False,0.4882595036474293
305,0.2082381,False,0.4899003559807626
306,0.9997528666666666,True,0.499275067314096
307,0.9998888666666667,True,0.4993454766474293
308,0.7315868666666666,False,0.496665864314096
309,0.3870703408545111,False,0.4954306740559744
310,0.19042374439549478,False,0.4873399815490264
311,0.5049052333333334,False,0.49160057949594893
312,0.0337525,False,0.48988755054634525
313,0.5542438808503496,False,0.4911337373548488
314,0.33204602646582,False,0.488988035619507
315,0.0,False,0.480131106619507
316,0.5247695409275838,False,0.4825934120287828
317,0.0666013902850282,False,0.48190778859829975
318,0.9993947814270024,True,0.4902338504125697
319,0.048054912135714264,False,0.4854278772005936
320,0.8872115666666667,False,0.4940901736454568
321,0.19927753333333334,False,0.4926406737614142
322,0.9854075333333333,True,0.49674719471859663
323,0.8971343666666667,False,0.5031057290875923
324,0.4799757333333333,False,0.5029515665112696
325,0.8123222340051607,False,0.5096417418513212
326,0.9992161,True,0.5096392271846545
327,0.5157303226732429,False,0.504799694411387
328,0.39516521532637483,False,0.49875704533313664
329,0.6542209124679069,False,0.5024548697911491
330,0.6326697354058306,False,0.49917848047854063
331,0.0,False,0.4972268221452073
332,0.11853073333333333,False,0.49000592280602306
333,0.0,False,0.4867940504726897
334,0.6193129742140133,False,0.4888174318814965
335,0.4298982489016406,False,0.48611892903717957
336,0.9999173472971334,True,0.4921989141768175
337,0.9995363333333334,True,0.4922732210884134
338,0.9999529333333333,True,0.5011449690884134
339,0.3475069,False,0.5022988314217467
340,0.14810483333333332,False,0.5030464354217468
341,0.12252976666666666,False,0.4979374594217467
342,0.9008915666666667,False,0.49694671375245214
343,0.9998954333333333,True,0.5023219457703114
344,0.9999212230743321,True,0.5063347460157666
345,0.6701982588517083,False,0.5093684774235481
346,0.0,False,0.5078387879765394
347,0.0,False,0.49784005783098983
348,0.565588432993766,False,0.5023538455156944
349,0.6301388063452422,False,0.5078376962458135
350,0.5483555418755296,False,0.5033259032067998
351,0.3089452,False,0.49940373466262067
352,0.16414723333333334,False,0.5000533523292873
353,0.8956627666666667,False,0.5073025096626206
354,0.3471554333333333,False,0.5088872381480611
355,0.20247393333333333,False,0.5059901854988685
356,0.6091627,False,0.5067837099744845
357,0.6696746,False,0.5116698926712823
358,0.9998244619203986,True,0.5125769319428446
359,0.9997436997607865,True,0.5160934299404525
360,0.4828138,False,0.5193831398821181
361,0.23049323333333332,False,0.5138695472154514
362,0.9971818333333333,True,0.5214965178821181
363,0.11701103333333333,False,0.5158411065487848
364,0.9993207,True,0.5236338075487847
365,0.5371370666666667,False,0.5197453101432906
366,0.6205605774038349,False,0.5221436415839956
367,0.27323472168574026,False,0.517102127800853
368,0.05553127812227932,False,0.5144378015820759
369,0.9993677988198911,True,0.5146447226717195
370,0.9998274681552869,True,0.5152496486866057
371,0.44455713333333335,False,0.5157635991254689
372,0.29001223638450385,False,0.5180060834025927
373,0.3209325,False,0.5162091736416552
374,0.06892869113310852,False,0.513782953966857
375,0.3309361,False,0.5158838143001904
376,0.04998773333333333,False,0.508539475966857
377,0.9999734592503754,True,0.5130843168926941
378,0.9998857333333333,True,0.5143506298964897
379,0.3591598,False,0.5157154131514625
380,0.08688856666666667,False,0.5120749228181293
381,0.5811967386152578,False,0.5124684155376151
382,0.13529909294582007,False,0.5074074263852899
383,0.41879896666666666,False,0.51041876938529
384,0.1105820166607308,False,0.5098005465518972
385,0.4571921333333333,False,0.510691843348424
